ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
LVA,Latvia,0.38619627,0.407018879,0.445036256,0.500854781,0.545385091,0.581886301,0.639571513,0.684832245,0.740643745,0.767847512,0.800933072,0.82034956,0.820626021,0.812178134,0.80042511,0.774212504,0.758400061,0.767233394
LBN,Lebanon,0.370815116,0.374758365,0.3958035,0.414391299,0.440152238,0.454547057,0.473668812,0.476377415,0.466503557,0.489519159,0.503155912,0.496941153,0.516483021,0.530874352,0.576780917,0.603874596,0.623090933,0.617424266
LSO,Lesotho,0.298175999,0.298520522,0.301564876,0.304999711,0.301983866,0.301182741,0.303929395,0.309804849,0.309944616,0.308391663,0.302863039,0.30550036,0.309680819,0.322068109,0.335352373,0.353770175,0.35778414,0.354117473
LBR,Liberia,0.139514259,0.139514259,0.14352256,0.147530835,0.147469293,0.199603356,0.208293614,0.21713846,0.230417498,0.232474497,0.258646762,0.298477964,0.303105252,0.304464154,0.323591881,0.344447056,0.35064697,0.344980303
LBY,Libyan Arab Jamahiriya,0.376111056,0.376111056,0.378954366,0.381784288,0.38704245,0.368640642,0.378590525,0.387856754,0.410030139,0.420922967,0.464967092,0.51622823,0.543063553,0.57851108,0.568249222,0.56288217,0.548249773,0.548249773
LIE,Liechtenstein,0.486825609,0.486825609,0.488964069,0.491102531,0.500366045,0.506017547,0.511498374,0.512889399,0.581151503,0.593638874,0.613456421,0.644988841,0.696656618,0.726572459,0.725381947,0.735251741,0.779820141,0.779820141
LTU,Lithuania,0.409847227,0.422291355,0.450945328,0.489157453,0.510696738,0.544457305,0.602972008,0.663505396,0.729073589,0.796373481,0.800744496,0.801137123,0.803258845,0.798773061,0.811338293,0.810273593,0.822966594,0.822133261
LUX,Luxembourg,0.425021725,0.432976875,0.448184647,0.486588681,0.513684861,0.547857348,0.589484527,0.59912097,0.599839606,0.599371383,0.592882203,0.574432228,0.578768038,0.578664608,0.571582582,0.578605369,0.572319051,0.569152384
MDG,Madagascar,0.224295659,0.223474953,0.220745867,0.220344615,0.231330456,0.242828521,0.242777974,0.242775288,0.249402193,0.251843471,0.246395054,0.2419685,0.260044979,0.275191816,0.271257566,0.28103732,0.284001061,0.278334395
MWI,Malawi,0.235651016,0.235714849,0.234536889,0.233358952,0.232236403,0.23192316,0.233311171,0.235013055,0.250522495,0.260656603,0.264285289,0.256719853,0.268626592,0.275604499,0.290650388,0.296675439,0.293811503,0.294811503
MYS,Malaysia,0.389238195,0.410419716,0.42270775,0.432489796,0.441445293,0.470547893,0.491869645,0.522261605,0.557434903,0.580270373,0.60365186,0.604059035,0.63825503,0.658343676,0.676094016,0.694763976,0.701388104,0.689721437
MDV,Maldives,0.353012548,0.353027132,0.342051284,0.330372442,0.33783023,0.347557131,0.344900193,0.349717612,0.370979159,0.408021298,0.486883545,0.531413196,0.537461692,0.534579645,0.509536621,0.495996184,0.489037596,0.475870929
MLI,Mali,0.24124418,0.241786864,0.243810347,0.243847192,0.248042174,0.250465197,0.256007795,0.261094232,0.286026218,0.280876248,0.291608084,0.290164228,0.318117469,0.317952672,0.336844406,0.362721105,0.362638663,0.359471996
MLT,Malta,0.445732649,0.450587449,0.458297267,0.482082232,0.46236472,0.508631547,0.586286542,0.604479554,0.643604159,0.619117566,0.655482544,0.675209673,0.689235,0.684642864,0.693398223,0.700045479,0.691408187,0.700408187
MHL,Marshall Islands,0.278666337,0.279094566,0.278800378,0.27755466,0.288303246,0.298652614,0.303786703,0.305997821,0.293108475,0.278149005,0.289722754,0.295538527,0.298294403,0.317021286,0.283476623,0.286684346,0.318743011,0.318743011
MRT,Mauritania,0.235760632,0.236731489,0.23643843,0.236145369,0.244393522,0.243157837,0.241560901,0.244544817,0.24902097,0.2473993,0.267264601,0.283039465,0.311290414,0.312958331,0.339297376,0.35991054,0.365637583,0.362137583
MUS,Mauritius,0.381857736,0.386964116,0.39448193,0.409716547,0.42109367,0.436720029,0.483482112,0.492354911,0.51663515,0.531262469,0.562344344,0.564571054,0.591288466,0.61872516,0.655185511,0.65266044,0.662751801,0.665918467
MEX,Mexico,0.288773714,0.29443639,0.305479092,0.319931159,0.337737241,0.359687922,0.380657513,0.396011735,0.405360334,0.424732152,0.441275817,0.453739957,0.47013796,0.471367261,0.496747028,0.513068796,0.518839556,0.516172889
FSM,"Micronesia, Federated States of",0.42217941,0.42217941,0.409352573,0.396525736,0.385524076,0.375029607,0.373095661,0.371333616,0.373091965,0.421721506,0.442080448,0.44984629,0.461384028,0.443556968,0.422709403,0.412863641,0.414859789,0.412859789
MDA,"Moldova, Republic of",0.406078549,0.385807294,0.396313936,0.410665855,0.408589487,0.399342422,0.397106774,0.402380284,0.418153391,0.454224485,0.473575304,0.495931301,0.52652296,0.529168177,0.53310545,0.556641739,0.564618881,0.563285548
MCO,Monaco,,,,,,,,,,,,,,,,,,
MKD,Macedonia ,0.321846376,0.322966761,0.324478006,0.326664628,0.330430915,0.334822157,0.354251708,0.379957297,0.424398792,0.467001708,0.480117634,0.480551513,0.566998114,0.599481703,0.646032142,0.63068546,0.634563377,0.63139671
MNG,Mongolia,0.349731009,0.358445682,0.370060853,0.384851846,0.410569954,0.43180765,0.462026424,0.479295662,0.498706413,0.509330156,0.522442438,0.543056648,0.562724418,0.604489166,0.668065096,0.682459682,0.707368955,0.715202289
